sample_id,category,task,example,conversion_ok,conversion_errors,skill_sequence,action_count
Semantic/select_toy_semantic/example70,Semantic,select_toy_semantic,example70,True,,pick>place,2
Semantic/select_toy_semantic/example71,Semantic,select_toy_semantic,example71,True,,pick>place,2
Semantic/select_toy_semantic/example72,Semantic,select_toy_semantic,example72,True,,pick>place,2
Semantic/select_toy_semantic/example73,Semantic,select_toy_semantic,example73,True,,pick>place,2
Semantic/select_toy_semantic/example74,Semantic,select_toy_semantic,example74,False,sequence_missing_or_empty,,0
Semantic/select_toy_semantic/example75,Semantic,select_toy_semantic,example75,True,,pick>place,2
Semantic/select_toy_semantic/example76,Semantic,select_toy_semantic,example76,True,,pick>place,2
Semantic/select_toy_semantic/example77,Semantic,select_toy_semantic,example77,True,,pick>place,2
Semantic/select_toy_semantic/example78,Semantic,select_toy_semantic,example78,True,,pick>place,2
Semantic/select_toy_semantic/example79,Semantic,select_toy_semantic,example79,True,,pick>place,2
Semantic/select_toy_semantic/example80,Semantic,select_toy_semantic,example80,True,,pick>place,2
Semantic/select_toy_semantic/example81,Semantic,select_toy_semantic,example81,True,,pick>place,2
Semantic/select_toy_semantic/example83,Semantic,select_toy_semantic,example83,True,,pick>place,2
Semantic/select_toy_semantic/example84,Semantic,select_toy_semantic,example84,True,,pick>place,2
Semantic/select_toy_semantic/example85,Semantic,select_toy_semantic,example85,True,,pick>place,2
Semantic/select_toy_semantic/example86,Semantic,select_toy_semantic,example86,True,,pick>place,2
Semantic/select_toy_semantic/example88,Semantic,select_toy_semantic,example88,True,,pick>place,2
Semantic/select_toy_semantic/example91,Semantic,select_toy_semantic,example91,True,,pick>place,2
Semantic/select_toy_semantic/example92,Semantic,select_toy_semantic,example92,True,,pick>place,2
Semantic/select_toy_semantic/example93,Semantic,select_toy_semantic,example93,True,,pick>place,2
Semantic/select_toy_semantic/example94,Semantic,select_toy_semantic,example94,True,,pick>place,2
Semantic/select_toy_semantic/example97,Semantic,select_toy_semantic,example97,True,,pick>place,2
Semantic/select_toy_semantic/example98,Semantic,select_toy_semantic,example98,True,,pick>place,2
Semantic/select_toy_semantic/example99,Semantic,select_toy_semantic,example99,True,,pick>place,2
Spatial/insert_bloom_flower/example5,Spatial,insert_bloom_flower,example5,True,,pick>place,2
Spatial/insert_bloom_flower/example7,Spatial,insert_bloom_flower,example7,True,,pick>place,2
Spatial/insert_bloom_flower/example17,Spatial,insert_bloom_flower,example17,True,,pick>place,2
Spatial/insert_bloom_flower/example19,Spatial,insert_bloom_flower,example19,True,,pick>place,2
Spatial/insert_bloom_flower/example22,Spatial,insert_bloom_flower,example22,True,,pick>place,2
Spatial/insert_bloom_flower/example25,Spatial,insert_bloom_flower,example25,True,,pick>place,2
Spatial/insert_bloom_flower/example27,Spatial,insert_bloom_flower,example27,True,,pick>place,2
Spatial/insert_bloom_flower/example28,Spatial,insert_bloom_flower,example28,True,,pick>place,2
Spatial/insert_bloom_flower/example29,Spatial,insert_bloom_flower,example29,True,,pick>place,2
Spatial/insert_bloom_flower/example39,Spatial,insert_bloom_flower,example39,True,,pick>place,2
Spatial/insert_bloom_flower/example40,Spatial,insert_bloom_flower,example40,True,,pick>place,2
Spatial/insert_bloom_flower/example44,Spatial,insert_bloom_flower,example44,True,,pick>place,2
Spatial/insert_bloom_flower/example45,Spatial,insert_bloom_flower,example45,True,,pick>place,2
Spatial/insert_bloom_flower/example49,Spatial,insert_bloom_flower,example49,True,,pick>place,2
Spatial/insert_bloom_flower/example50,Spatial,insert_bloom_flower,example50,True,,pick>place,2
Spatial/insert_bloom_flower/example52,Spatial,insert_bloom_flower,example52,True,,pick>place,2
Spatial/insert_bloom_flower/example60,Spatial,insert_bloom_flower,example60,True,,pick>place,2
Spatial/insert_bloom_flower/example62,Spatial,insert_bloom_flower,example62,True,,pick>place,2
Spatial/insert_bloom_flower/example63,Spatial,insert_bloom_flower,example63,True,,pick>place,2
Spatial/insert_bloom_flower/example68,Spatial,insert_bloom_flower,example68,True,,pick>place,2
Spatial/insert_bloom_flower/example80,Spatial,insert_bloom_flower,example80,True,,pick>place,2
Spatial/insert_bloom_flower/example82,Spatial,insert_bloom_flower,example82,True,,pick>place,2
Spatial/insert_bloom_flower/example84,Spatial,insert_bloom_flower,example84,True,,pick>place,2
Spatial/insert_bloom_flower/example90,Spatial,insert_bloom_flower,example90,True,,pick>place,2
Spatial/insert_bloom_flower/example91,Spatial,insert_bloom_flower,example91,True,,pick>place,2
Spatial/insert_bloom_flower/example92,Spatial,insert_bloom_flower,example92,True,,pick>place,2
Spatial/insert_bloom_flower/example93,Spatial,insert_bloom_flower,example93,True,,pick>place,2
Spatial/insert_bloom_flower/example97,Spatial,insert_bloom_flower,example97,True,,pick>place,2
Spatial/select_billiards_spatial/example0,Spatial,select_billiards_spatial,example0,False,step1:unmapped_component:container_right_1,pick>place,2
Spatial/select_billiards_spatial/example1,Spatial,select_billiards_spatial,example1,True,,pick>place,2
Spatial/select_billiards_spatial/example2,Spatial,select_billiards_spatial,example2,False,step1:unmapped_component:container_right_2,pick>place,2
Spatial/select_billiards_spatial/example4,Spatial,select_billiards_spatial,example4,True,,pick>place,2
Spatial/select_billiards_spatial/example6,Spatial,select_billiards_spatial,example6,False,step1:unmapped_component:container_right_1,pick>place,2
Spatial/select_billiards_spatial/example9,Spatial,select_billiards_spatial,example9,True,,pick>place,2
Spatial/select_billiards_spatial/example10,Spatial,select_billiards_spatial,example10,False,step1:unmapped_component:container_right_2,pick>place,2
Spatial/select_billiards_spatial/example11,Spatial,select_billiards_spatial,example11,False,step1:unmapped_component:container_right_2,pick>place,2
Spatial/select_billiards_spatial/example12,Spatial,select_billiards_spatial,example12,True,,pick>place,2
Spatial/select_billiards_spatial/example13,Spatial,select_billiards_spatial,example13,True,,pick>place,2
Spatial/select_billiards_spatial/example14,Spatial,select_billiards_spatial,example14,False,step1:unmapped_component:container_right_1,pick>place,2
Spatial/select_billiards_spatial/example15,Spatial,select_billiards_spatial,example15,True,,pick>place,2
Spatial/select_billiards_spatial/example16,Spatial,select_billiards_spatial,example16,False,step1:unmapped_component:container_right_2,pick>place,2
Spatial/select_billiards_spatial/example17,Spatial,select_billiards_spatial,example17,False,step1:unmapped_component:container_right_2,pick>place,2
Spatial/select_billiards_spatial/example18,Spatial,select_billiards_spatial,example18,True,,pick>place,2
Spatial/select_billiards_spatial/example19,Spatial,select_billiards_spatial,example19,False,step1:unmapped_component:container_right_2,pick>place,2
Spatial/select_billiards_spatial/example20,Spatial,select_billiards_spatial,example20,False,step1:unmapped_component:container_right_2,pick>place,2
Spatial/select_billiards_spatial/example22,Spatial,select_billiards_spatial,example22,False,step1:unmapped_component:container_right_2,pick>place,2
Spatial/select_billiards_spatial/example26,Spatial,select_billiards_spatial,example26,False,step1:unmapped_component:container_right_2,pick>place,2
Spatial/select_billiards_spatial/example27,Spatial,select_billiards_spatial,example27,False,step1:unmapped_component:container_right_2,pick>place,2
Spatial/select_billiards_spatial/example28,Spatial,select_billiards_spatial,example28,True,,pick>place,2
Spatial/select_billiards_spatial/example31,Spatial,select_billiards_spatial,example31,False,step1:unmapped_component:container_right_2,pick>place,2
Spatial/select_billiards_spatial/example32,Spatial,select_billiards_spatial,example32,True,,pick>place,2
Spatial/select_billiards_spatial/example35,Spatial,select_billiards_spatial,example35,True,,pick>place,2
Spatial/select_billiards_spatial/example38,Spatial,select_billiards_spatial,example38,False,step1:unmapped_component:container_right_2,pick>place,2
Spatial/select_billiards_spatial/example39,Spatial,select_billiards_spatial,example39,True,,pick>place,2
Spatial/select_billiards_spatial/example40,Spatial,select_billiards_spatial,example40,False,step1:unmapped_component:container_right_1,pick>place,2
Spatial/select_billiards_spatial/example41,Spatial,select_billiards_spatial,example41,False,step1:unmapped_component:container_right_1,pick>place,2
Spatial/select_billiards_spatial/example44,Spatial,select_billiards_spatial,example44,True,,pick>place,2
Spatial/select_billiards_spatial/example45,Spatial,select_billiards_spatial,example45,True,,pick>place,2
Spatial/select_billiards_spatial/example47,Spatial,select_billiards_spatial,example47,True,,pick>place,2
Spatial/select_billiards_spatial/example49,Spatial,select_billiards_spatial,example49,True,,pick>place,2
Spatial/select_billiards_spatial/example50,Spatial,select_billiards_spatial,example50,True,,pick>place,2
Spatial/select_billiards_spatial/example51,Spatial,select_billiards_spatial,example51,False,step1:unmapped_component:container_right_1,pick>place,2
Spatial/select_billiards_spatial/example53,Spatial,select_billiards_spatial,example53,False,step1:unmapped_component:container_right_1,pick>place,2
Spatial/select_billiards_spatial/example54,Spatial,select_billiards_spatial,example54,True,,pick>place,2
Spatial/select_billiards_spatial/example57,Spatial,select_billiards_spatial,example57,False,step1:unmapped_component:right_2,pick>place,2
Spatial/select_billiards_spatial/example60,Spatial,select_billiards_spatial,example60,False,step1:unmapped_component:container_right_2,pick>place,2
Spatial/select_billiards_spatial/example61,Spatial,select_billiards_spatial,example61,False,step1:unmapped_component:container_right_1,pick>place,2
Spatial/select_billiards_spatial/example62,Spatial,select_billiards_spatial,example62,True,,pick>place,2
Spatial/select_billiards_spatial/example63,Spatial,select_billiards_spatial,example63,False,step1:unmapped_component:container_right_1,pick>place,2
Spatial/select_billiards_spatial/example64,Spatial,select_billiards_spatial,example64,False,step1:unmapped_component:container_right_2,pick>place,2
Spatial/select_billiards_spatial/example66,Spatial,select_billiards_spatial,example66,False,step1:unmapped_component:container_right_2,pick>place,2
Spatial/select_billiards_spatial/example70,Spatial,select_billiards_spatial,example70,False,step1:unmapped_component:container_right_2,pick>place,2
Spatial/select_billiards_spatial/example73,Spatial,select_billiards_spatial,example73,False,step1:unmapped_component:container_right_1,pick>place,2
Spatial/select_billiards_spatial/example74,Spatial,select_billiards_spatial,example74,False,step1:unmapped_component:container_right_1,pick>place,2
Spatial/select_billiards_spatial/example76,Spatial,select_billiards_spatial,example76,True,,pick>place,2
Spatial/select_billiards_spatial/example77,Spatial,select_billiards_spatial,example77,False,step1:unmapped_component:container_right_2,pick>place,2
Spatial/select_billiards_spatial/example78,Spatial,select_billiards_spatial,example78,False,step1:unmapped_component:container_right_2,pick>place,2
Spatial/select_billiards_spatial/example79,Spatial,select_billiards_spatial,example79,False,step1:unmapped_component:container_right_2,pick>place,2
Spatial/select_billiards_spatial/example82,Spatial,select_billiards_spatial,example82,False,step1:unmapped_component:container_right_2,pick>place,2
Spatial/select_billiards_spatial/example83,Spatial,select_billiards_spatial,example83,True,,pick>place,2
Spatial/select_billiards_spatial/example85,Spatial,select_billiards_spatial,example85,True,,pick>place,2
Spatial/select_billiards_spatial/example86,Spatial,select_billiards_spatial,example86,True,,pick>place,2
Spatial/select_billiards_spatial/example87,Spatial,select_billiards_spatial,example87,False,step1:unmapped_component:container_right_2,pick>place,2
Spatial/select_billiards_spatial/example88,Spatial,select_billiards_spatial,example88,False,step1:unmapped_component:container_right_2,pick>place,2
Spatial/select_billiards_spatial/example89,Spatial,select_billiards_spatial,example89,True,,pick>place,2
Spatial/select_billiards_spatial/example92,Spatial,select_billiards_spatial,example92,False,step1:unmapped_component:container_right_2,pick>place,2
Spatial/select_billiards_spatial/example97,Spatial,select_billiards_spatial,example97,True,,pick>place,2
Spatial/select_billiards_spatial/example99,Spatial,select_billiards_spatial,example99,False,step1:unmapped_component:container_right_2,pick>place,2
Spatial/select_book_spatial/example0,Spatial,select_book_spatial,example0,True,,pick>place,2
Spatial/select_book_spatial/example1,Spatial,select_book_spatial,example1,True,,pick>place,2
Spatial/select_book_spatial/example3,Spatial,select_book_spatial,example3,True,,pick>place,2
Spatial/select_book_spatial/example4,Spatial,select_book_spatial,example4,True,,pick>place,2
Spatial/select_book_spatial/example5,Spatial,select_book_spatial,example5,True,,pick>place,2
Spatial/select_book_spatial/example6,Spatial,select_book_spatial,example6,True,,pick>place,2
Spatial/select_book_spatial/example8,Spatial,select_book_spatial,example8,True,,pick>place,2
Spatial/select_book_spatial/example10,Spatial,select_book_spatial,example10,True,,pick>place,2
Spatial/select_book_spatial/example12,Spatial,select_book_spatial,example12,True,,pick>place,2
Spatial/select_book_spatial/example13,Spatial,select_book_spatial,example13,True,,pick>place,2
Spatial/select_book_spatial/example14,Spatial,select_book_spatial,example14,True,,pick>place,2
Spatial/select_book_spatial/example15,Spatial,select_book_spatial,example15,True,,pick>place,2
Spatial/select_book_spatial/example16,Spatial,select_book_spatial,example16,True,,pick>place,2
Spatial/select_book_spatial/example17,Spatial,select_book_spatial,example17,True,,pick>place,2
Spatial/select_book_spatial/example20,Spatial,select_book_spatial,example20,True,,pick>place,2
Spatial/select_book_spatial/example21,Spatial,select_book_spatial,example21,True,,pick>place,2
Spatial/select_book_spatial/example22,Spatial,select_book_spatial,example22,True,,pick>place,2
Spatial/select_book_spatial/example23,Spatial,select_book_spatial,example23,True,,pick>place,2
Spatial/select_book_spatial/example24,Spatial,select_book_spatial,example24,True,,pick>place,2
Spatial/select_book_spatial/example19,Spatial,select_book_spatial,example19,True,,pick>place,2
Spatial/select_book_spatial/example25,Spatial,select_book_spatial,example25,True,,pick>place,2
Spatial/select_book_spatial/example27,Spatial,select_book_spatial,example27,True,,pick>place,2
Spatial/select_book_spatial/example28,Spatial,select_book_spatial,example28,True,,pick>place,2
Spatial/select_book_spatial/example26,Spatial,select_book_spatial,example26,True,,pick>place,2
Spatial/select_book_spatial/example30,Spatial,select_book_spatial,example30,True,,pick>place,2
Spatial/select_book_spatial/example31,Spatial,select_book_spatial,example31,True,,pick>place,2
Spatial/select_book_spatial/example33,Spatial,select_book_spatial,example33,True,,pick>place,2
Spatial/select_book_spatial/example34,Spatial,select_book_spatial,example34,True,,pick>place,2
Spatial/select_book_spatial/example35,Spatial,select_book_spatial,example35,True,,pick>place,2
Spatial/select_book_spatial/example36,Spatial,select_book_spatial,example36,True,,pick>place,2
Spatial/select_book_spatial/example37,Spatial,select_book_spatial,example37,True,,pick>place,2
Spatial/select_book_spatial/example38,Spatial,select_book_spatial,example38,True,,pick>place,2
Spatial/select_book_spatial/example40,Spatial,select_book_spatial,example40,True,,pick>place,2
Spatial/select_book_spatial/example43,Spatial,select_book_spatial,example43,True,,pick>place,2
Spatial/select_book_spatial/example44,Spatial,select_book_spatial,example44,True,,pick>place,2
Spatial/select_book_spatial/example45,Spatial,select_book_spatial,example45,True,,pick>place,2
Spatial/select_book_spatial/example46,Spatial,select_book_spatial,example46,True,,pick>place,2
Spatial/select_book_spatial/example47,Spatial,select_book_spatial,example47,True,,pick>place,2
Spatial/select_book_spatial/example48,Spatial,select_book_spatial,example48,True,,pick>place,2
Spatial/select_book_spatial/example49,Spatial,select_book_spatial,example49,True,,pick>place,2
Spatial/select_book_spatial/example50,Spatial,select_book_spatial,example50,True,,pick>place,2
Spatial/select_book_spatial/example51,Spatial,select_book_spatial,example51,True,,pick>place,2
Spatial/select_book_spatial/example52,Spatial,select_book_spatial,example52,True,,pick>place,2
Spatial/select_book_spatial/example53,Spatial,select_book_spatial,example53,True,,pick>place,2
Spatial/select_book_spatial/example54,Spatial,select_book_spatial,example54,True,,pick>place,2
Spatial/select_book_spatial/example55,Spatial,select_book_spatial,example55,True,,pick>place,2
Spatial/select_book_spatial/example56,Spatial,select_book_spatial,example56,True,,pick>place,2
Spatial/select_book_spatial/example57,Spatial,select_book_spatial,example57,True,,pick>place,2
Spatial/select_book_spatial/example58,Spatial,select_book_spatial,example58,True,,pick>place,2
Spatial/select_book_spatial/example59,Spatial,select_book_spatial,example59,True,,pick>place,2
Spatial/select_book_spatial/example60,Spatial,select_book_spatial,example60,True,,pick>place,2
Spatial/select_book_spatial/example61,Spatial,select_book_spatial,example61,True,,pick>place,2
Spatial/select_book_spatial/example63,Spatial,select_book_spatial,example63,True,,pick>place,2
Spatial/select_book_spatial/example64,Spatial,select_book_spatial,example64,True,,pick>place,2
Spatial/select_book_spatial/example65,Spatial,select_book_spatial,example65,True,,pick>place,2
Spatial/select_book_spatial/example66,Spatial,select_book_spatial,example66,True,,pick>place,2
Spatial/select_book_spatial/example67,Spatial,select_book_spatial,example67,True,,pick>place,2
Spatial/select_book_spatial/example68,Spatial,select_book_spatial,example68,True,,pick>place,2
Spatial/select_book_spatial/example69,Spatial,select_book_spatial,example69,True,,pick>place,2
Spatial/select_book_spatial/example70,Spatial,select_book_spatial,example70,True,,pick>place,2
Spatial/select_book_spatial/example71,Spatial,select_book_spatial,example71,True,,pick>place,2
Spatial/select_book_spatial/example72,Spatial,select_book_spatial,example72,True,,pick>place,2
Spatial/select_book_spatial/example73,Spatial,select_book_spatial,example73,True,,pick>place,2
Spatial/select_book_spatial/example74,Spatial,select_book_spatial,example74,True,,pick>place,2
Spatial/select_book_spatial/example75,Spatial,select_book_spatial,example75,True,,pick>place,2
Spatial/select_book_spatial/example76,Spatial,select_book_spatial,example76,True,,pick>place,2
Spatial/select_book_spatial/example78,Spatial,select_book_spatial,example78,True,,pick>place,2
Spatial/select_book_spatial/example79,Spatial,select_book_spatial,example79,True,,pick>place,2
Spatial/select_book_spatial/example80,Spatial,select_book_spatial,example80,True,,pick>place,2
Spatial/select_book_spatial/example81,Spatial,select_book_spatial,example81,True,,pick>place,2
Spatial/select_book_spatial/example82,Spatial,select_book_spatial,example82,True,,pick>place,2
Spatial/select_book_spatial/example83,Spatial,select_book_spatial,example83,True,,pick>place,2
Spatial/select_book_spatial/example85,Spatial,select_book_spatial,example85,True,,pick>place,2
Spatial/select_book_spatial/example86,Spatial,select_book_spatial,example86,True,,pick>place,2
Spatial/select_book_spatial/example87,Spatial,select_book_spatial,example87,True,,pick>place,2
Spatial/select_book_spatial/example89,Spatial,select_book_spatial,example89,True,,pick>place,2
Spatial/select_book_spatial/example90,Spatial,select_book_spatial,example90,True,,pick>place,2
Spatial/select_book_spatial/example91,Spatial,select_book_spatial,example91,True,,pick>place,2
Spatial/select_book_spatial/example92,Spatial,select_book_spatial,example92,True,,pick>place,2
Spatial/select_book_spatial/example93,Spatial,select_book_spatial,example93,True,,pick>place,2
Spatial/select_book_spatial/example94,Spatial,select_book_spatial,example94,True,,pick>place,2
Spatial/select_book_spatial/example95,Spatial,select_book_spatial,example95,True,,pick>place,2
Spatial/select_book_spatial/example97,Spatial,select_book_spatial,example97,True,,pick>place,2
Spatial/select_book_spatial/example99,Spatial,select_book_spatial,example99,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example0,Spatial,select_chemistry_tube_spatial,example0,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example1,Spatial,select_chemistry_tube_spatial,example1,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example2,Spatial,select_chemistry_tube_spatial,example2,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example4,Spatial,select_chemistry_tube_spatial,example4,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example5,Spatial,select_chemistry_tube_spatial,example5,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example6,Spatial,select_chemistry_tube_spatial,example6,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example7,Spatial,select_chemistry_tube_spatial,example7,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example8,Spatial,select_chemistry_tube_spatial,example8,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example10,Spatial,select_chemistry_tube_spatial,example10,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example11,Spatial,select_chemistry_tube_spatial,example11,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example12,Spatial,select_chemistry_tube_spatial,example12,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example13,Spatial,select_chemistry_tube_spatial,example13,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example14,Spatial,select_chemistry_tube_spatial,example14,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example15,Spatial,select_chemistry_tube_spatial,example15,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example16,Spatial,select_chemistry_tube_spatial,example16,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example17,Spatial,select_chemistry_tube_spatial,example17,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example18,Spatial,select_chemistry_tube_spatial,example18,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example19,Spatial,select_chemistry_tube_spatial,example19,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example20,Spatial,select_chemistry_tube_spatial,example20,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example22,Spatial,select_chemistry_tube_spatial,example22,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example23,Spatial,select_chemistry_tube_spatial,example23,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example24,Spatial,select_chemistry_tube_spatial,example24,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example25,Spatial,select_chemistry_tube_spatial,example25,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example26,Spatial,select_chemistry_tube_spatial,example26,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example27,Spatial,select_chemistry_tube_spatial,example27,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example28,Spatial,select_chemistry_tube_spatial,example28,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example29,Spatial,select_chemistry_tube_spatial,example29,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example30,Spatial,select_chemistry_tube_spatial,example30,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example31,Spatial,select_chemistry_tube_spatial,example31,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example32,Spatial,select_chemistry_tube_spatial,example32,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example33,Spatial,select_chemistry_tube_spatial,example33,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example34,Spatial,select_chemistry_tube_spatial,example34,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example35,Spatial,select_chemistry_tube_spatial,example35,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example36,Spatial,select_chemistry_tube_spatial,example36,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example37,Spatial,select_chemistry_tube_spatial,example37,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example38,Spatial,select_chemistry_tube_spatial,example38,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example39,Spatial,select_chemistry_tube_spatial,example39,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example40,Spatial,select_chemistry_tube_spatial,example40,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example41,Spatial,select_chemistry_tube_spatial,example41,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example42,Spatial,select_chemistry_tube_spatial,example42,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example43,Spatial,select_chemistry_tube_spatial,example43,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example44,Spatial,select_chemistry_tube_spatial,example44,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example45,Spatial,select_chemistry_tube_spatial,example45,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example46,Spatial,select_chemistry_tube_spatial,example46,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example47,Spatial,select_chemistry_tube_spatial,example47,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example48,Spatial,select_chemistry_tube_spatial,example48,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example49,Spatial,select_chemistry_tube_spatial,example49,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example50,Spatial,select_chemistry_tube_spatial,example50,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example51,Spatial,select_chemistry_tube_spatial,example51,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example52,Spatial,select_chemistry_tube_spatial,example52,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example53,Spatial,select_chemistry_tube_spatial,example53,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example54,Spatial,select_chemistry_tube_spatial,example54,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example55,Spatial,select_chemistry_tube_spatial,example55,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example56,Spatial,select_chemistry_tube_spatial,example56,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example58,Spatial,select_chemistry_tube_spatial,example58,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example59,Spatial,select_chemistry_tube_spatial,example59,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example60,Spatial,select_chemistry_tube_spatial,example60,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example61,Spatial,select_chemistry_tube_spatial,example61,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example62,Spatial,select_chemistry_tube_spatial,example62,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example63,Spatial,select_chemistry_tube_spatial,example63,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example64,Spatial,select_chemistry_tube_spatial,example64,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example65,Spatial,select_chemistry_tube_spatial,example65,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example66,Spatial,select_chemistry_tube_spatial,example66,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example67,Spatial,select_chemistry_tube_spatial,example67,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example68,Spatial,select_chemistry_tube_spatial,example68,True,,pick>place,2
Spatial/select_book_spatial/example88,Spatial,select_book_spatial,example88,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example70,Spatial,select_chemistry_tube_spatial,example70,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example69,Spatial,select_chemistry_tube_spatial,example69,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example72,Spatial,select_chemistry_tube_spatial,example72,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example71,Spatial,select_chemistry_tube_spatial,example71,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example73,Spatial,select_chemistry_tube_spatial,example73,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example74,Spatial,select_chemistry_tube_spatial,example74,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example76,Spatial,select_chemistry_tube_spatial,example76,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example77,Spatial,select_chemistry_tube_spatial,example77,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example78,Spatial,select_chemistry_tube_spatial,example78,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example79,Spatial,select_chemistry_tube_spatial,example79,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example80,Spatial,select_chemistry_tube_spatial,example80,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example82,Spatial,select_chemistry_tube_spatial,example82,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example83,Spatial,select_chemistry_tube_spatial,example83,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example84,Spatial,select_chemistry_tube_spatial,example84,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example86,Spatial,select_chemistry_tube_spatial,example86,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example87,Spatial,select_chemistry_tube_spatial,example87,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example88,Spatial,select_chemistry_tube_spatial,example88,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example89,Spatial,select_chemistry_tube_spatial,example89,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example90,Spatial,select_chemistry_tube_spatial,example90,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example91,Spatial,select_chemistry_tube_spatial,example91,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example92,Spatial,select_chemistry_tube_spatial,example92,True,,pick>place,2
Spatial/select_chemistry_tube_spatial/example93,Spatial,select_chemistry_tube_spatial,example93,True,,pick>place,2
